Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_disease,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,strain
SRR21826541,WGS,301,703462654,PRJNA809394,SAMN26304472,Pathogen.cl,294810602,MRSN BI TEAM,Walter Reed Army Medical Center,2019-10-07,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815994,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,697808,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:16:00Z,1,697808,SRP401320,697808
SRR21826542,WGS,301,471080467,PRJNA809394,SAMN26304989,Pathogen.cl,194417873,MRSN BI TEAM,Walter Reed Army Medical Center,2019-10-07,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815993,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,697794,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:16:00Z,1,697794,SRP401320,697794
SRR21826543,WGS,301,517514385,PRJNA809394,SAMN26304447,Pathogen.cl,213449651,MRSN BI TEAM,Walter Reed Army Medical Center,2019-10-01,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815992,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,697438,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:17:00Z,1,697438,SRP401320,697438
SRR21826544,WGS,301,495426121,PRJNA809394,SAMN26309020,Pathogen.cl,204570470,MRSN BI TEAM,Walter Reed Army Medical Center,2019-10-04,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815991,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,697786,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:16:00Z,1,697786,SRP401320,697786
SRR21826545,WGS,301,533872850,PRJNA809394,SAMN26308534,Pathogen.cl,219034004,MRSN BI TEAM,Walter Reed Army Medical Center,2019-10-04,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815990,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,697778,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:17:00Z,1,697778,SRP401320,697778
SRR21826546,WGS,301,919095990,PRJNA809394,SAMN26304510,Pathogen.cl,386551440,MRSN BI TEAM,Walter Reed Army Medical Center,2019-10-04,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815989,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,697760,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:17:00Z,1,697760,SRP401320,697760
SRR21826547,WGS,301,1219830325,PRJNA809394,SAMN26308926,Pathogen.cl,506602896,MRSN BI TEAM,Walter Reed Army Medical Center,2019-10-04,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815988,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,697752,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:18:00Z,1,697752,SRP401320,697752
SRR21826548,WGS,301,860908672,PRJNA809394,SAMN26309096,Pathogen.cl,362205801,MRSN BI TEAM,Walter Reed Army Medical Center,2019-10-04,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815987,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,697744,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:17:00Z,1,697744,SRP401320,697744
SRR21826549,WGS,301,979562005,PRJNA809394,SAMN26305051,Pathogen.cl,410866460,MRSN BI TEAM,Walter Reed Army Medical Center,2019-10-04,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815986,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,697736,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:17:00Z,1,697736,SRP401320,697736
SRR21826550,WGS,301,566785717,PRJNA809394,SAMN26304420,Pathogen.cl,270206242,MRSN BI TEAM,Walter Reed Army Medical Center,2019-11-04,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815985,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,709091,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:18:00Z,1,709091,SRP401320,709091
SRR21826551,WGS,301,480812649,PRJNA809394,SAMN26308703,Pathogen.cl,230537064,MRSN BI TEAM,Walter Reed Army Medical Center,2019-11-04,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815984,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,709083,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:19:00Z,1,709083,SRP401320,709083
SRR21826552,WGS,301,550308652,PRJNA809394,SAMN26304665,Pathogen.cl,264379812,MRSN BI TEAM,Walter Reed Army Medical Center,2019-11-04,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815983,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,709075,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:19:00Z,1,709075,SRP401320,709075
SRR21826553,WGS,301,618112934,PRJNA809394,SAMN26305029,Pathogen.cl,296921090,MRSN BI TEAM,Walter Reed Army Medical Center,2019-11-04,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815982,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,709067,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:18:00Z,1,709067,SRP401320,709067
SRR21826554,WGS,301,469007846,PRJNA809394,SAMN26309217,Pathogen.cl,227128309,MRSN BI TEAM,Walter Reed Army Medical Center,2019-11-04,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815981,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,709059,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:18:00Z,1,709059,SRP401320,709059
SRR21826555,WGS,301,504011716,PRJNA809394,SAMN26308671,Pathogen.cl,243155382,MRSN BI TEAM,Walter Reed Army Medical Center,2019-11-03,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815980,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,709041,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:18:00Z,1,709041,SRP401320,709041
SRR21826556,WGS,301,817650648,PRJNA809394,SAMN26305186,Pathogen.cl,339296316,MRSN BI TEAM,Walter Reed Army Medical Center,2019-10-02,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815979,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,wound,38.97 N 77.03 W,697630,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:17:00Z,1,697630,SRP401320,697630
SRR21826557,WGS,301,426503449,PRJNA809394,SAMN26309101,Pathogen.cl,205667428,MRSN BI TEAM,Walter Reed Army Medical Center,2019-11-02,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815978,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,709033,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:18:00Z,1,709033,SRP401320,709033
SRR21826558,WGS,301,456974949,PRJNA809394,SAMN26309025,Pathogen.cl,220007716,MRSN BI TEAM,Walter Reed Army Medical Center,2019-11-02,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815977,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,709025,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:18:00Z,1,709025,SRP401320,709025
SRR21826559,WGS,301,403506279,PRJNA809394,SAMN26305161,Pathogen.cl,194802635,MRSN BI TEAM,Walter Reed Army Medical Center,2019-11-01,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815976,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,709017,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:18:00Z,1,709017,SRP401320,709017
SRR21826560,WGS,301,576018989,PRJNA809394,SAMN26308695,Pathogen.cl,276044785,MRSN BI TEAM,Walter Reed Army Medical Center,2019-11-01,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815975,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,709009,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:19:00Z,1,709009,SRP401320,709009
SRR21826561,WGS,301,544823836,PRJNA809394,SAMN26305160,Pathogen.cl,260357889,MRSN BI TEAM,Walter Reed Army Medical Center,2019-11-01,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815974,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,708991,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:18:00Z,1,708991,SRP401320,708991
SRR21826562,WGS,301,746112293,PRJNA809394,SAMN26308682,Pathogen.cl,355562018,MRSN BI TEAM,Walter Reed Army Medical Center,2019-11-01,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815973,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,708983,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:19:00Z,1,708983,SRP401320,708983
SRR21826563,WGS,301,615313299,PRJNA809394,SAMN26309024,Pathogen.cl,293603489,MRSN BI TEAM,Walter Reed Army Medical Center,2019-11-01,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815972,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,708975,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:17:00Z,1,708975,SRP401320,708975
SRR21826564,WGS,301,657154467,PRJNA809394,SAMN26304827,Pathogen.cl,314786021,MRSN BI TEAM,Walter Reed Army Medical Center,2019-11-01,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815971,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,708967,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:18:00Z,1,708967,SRP401320,708967
SRR21826565,WGS,301,497748152,PRJNA809394,SAMN26309216,Pathogen.cl,239647847,MRSN BI TEAM,Walter Reed Army Medical Center,2019-10-31,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815970,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,708959,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:18:00Z,1,708959,SRP401320,708959
SRR21826566,WGS,301,498799209,PRJNA809394,SAMN26309427,Pathogen.cl,239936069,MRSN BI TEAM,Walter Reed Army Medical Center,2019-10-31,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815969,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,708941,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:18:00Z,1,708941,SRP401320,708941
SRR21826567,WGS,301,750489676,PRJNA809394,SAMN26304452,Pathogen.cl,314178097,MRSN BI TEAM,Walter Reed Army Medical Center,2019-10-02,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815968,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,697622,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:17:00Z,1,697622,SRP401320,697622
SRR21826568,WGS,301,638368379,PRJNA809394,SAMN26309100,Pathogen.cl,307933515,MRSN BI TEAM,Walter Reed Army Medical Center,2019-10-31,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815967,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,708933,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:19:00Z,1,708933,SRP401320,708933
SRR21826569,WGS,301,497494292,PRJNA809394,SAMN26304910,Pathogen.cl,238901913,MRSN BI TEAM,Walter Reed Army Medical Center,2019-10-31,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815966,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,other,38.97 N 77.03 W,708925,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:18:00Z,1,708925,SRP401320,708925
SRR21826570,WGS,301,577256133,PRJNA809394,SAMN26308927,Pathogen.cl,276381336,MRSN BI TEAM,Walter Reed Army Medical Center,2019-10-31,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815965,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,708917,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:18:00Z,1,708917,SRP401320,708917
SRR21826571,WGS,301,489780683,PRJNA809394,SAMN26304535,Pathogen.cl,236311824,MRSN BI TEAM,Walter Reed Army Medical Center,2019-10-31,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815964,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,708909,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:18:00Z,1,708909,SRP401320,708909
SRR21826572,WGS,589,608827490,PRJNA809394,SAMN26309019,Pathogen.cl,399897138,MRSN BI TEAM,Walter Reed Army Medical Center,2019-10-31,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815963,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,708895,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:17:00Z,1,708895,SRP401320,708895
SRR21826573,WGS,301,600897837,PRJNA809394,SAMN26309215,Pathogen.cl,289181779,MRSN BI TEAM,Walter Reed Army Medical Center,2019-10-30,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815962,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,708887,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:18:00Z,1,708887,SRP401320,708887
SRR21826574,WGS,301,733083418,PRJNA809394,SAMN26304864,Pathogen.cl,350560078,MRSN BI TEAM,Walter Reed Army Medical Center,2019-10-30,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815961,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,708879,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:19:00Z,1,708879,SRP401320,708879
SRR21826575,WGS,301,532075884,PRJNA809394,SAMN26308801,Pathogen.cl,254330431,MRSN BI TEAM,Walter Reed Army Medical Center,2019-11-26,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815960,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,705133,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:17:00Z,1,705133,SRP401320,705133
SRR21826576,WGS,301,521427031,PRJNA809394,SAMN26304575,Pathogen.cl,251264626,MRSN BI TEAM,Walter Reed Army Medical Center,2019-11-26,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815959,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,other,38.97 N 77.03 W,705125,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:17:00Z,1,705125,SRP401320,705125
SRR21826577,WGS,301,494724219,PRJNA809394,SAMN26308484,Pathogen.cl,237700893,MRSN BI TEAM,Walter Reed Army Medical Center,2019-11-25,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815958,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,705109,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:17:00Z,1,705109,SRP401320,705109
SRR21826578,WGS,301,467486247,PRJNA809394,SAMN26305176,Pathogen.cl,197434695,MRSN BI TEAM,Walter Reed Army Medical Center,2019-10-02,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815957,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,697614,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:17:00Z,1,697614,SRP401320,697614
SRR21826579,WGS,301,609735452,PRJNA809394,SAMN26304537,Pathogen.cl,292867258,MRSN BI TEAM,Walter Reed Army Medical Center,2019-11-24,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815956,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,705095,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:17:00Z,1,705095,SRP401320,705095
SRR21826580,WGS,301,522601766,PRJNA809394,SAMN26304574,Pathogen.cl,251273831,MRSN BI TEAM,Walter Reed Army Medical Center,2019-11-23,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815955,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,other,38.97 N 77.03 W,705087,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:17:00Z,1,705087,SRP401320,705087
SRR21826581,WGS,301,416355843,PRJNA809394,SAMN26304539,Pathogen.cl,199191318,MRSN BI TEAM,Walter Reed Army Medical Center,2019-11-22,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815954,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,705079,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:17:00Z,1,705079,SRP401320,705079
SRR21826582,WGS,301,485254143,PRJNA809394,SAMN26308638,Pathogen.cl,201995567,MRSN BI TEAM,Walter Reed Army Medical Center,2019-10-04,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815953,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,697728,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:17:00Z,1,697728,SRP401320,697728
SRR21826583,WGS,301,1005840985,PRJNA809394,SAMN26308786,Pathogen.cl,419823124,MRSN BI TEAM,Walter Reed Army Medical Center,2019-10-04,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815952,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,697710,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:17:00Z,1,697710,SRP401320,697710
SRR21826584,WGS,301,510045776,PRJNA809394,SAMN26308598,Pathogen.cl,211746643,MRSN BI TEAM,Walter Reed Army Medical Center,2019-10-04,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815951,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,697702,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:16:00Z,1,697702,SRP401320,697702
SRR21826585,WGS,301,849062978,PRJNA809394,SAMN26308577,Pathogen.cl,352027625,MRSN BI TEAM,Walter Reed Army Medical Center,2019-10-04,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815950,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,697698,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:17:00Z,1,697698,SRP401320,697698
SRR21826586,WGS,301,1008868433,PRJNA809394,SAMN26308667,Pathogen.cl,422735686,MRSN BI TEAM,Walter Reed Army Medical Center,2019-10-01,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815949,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,697420,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:18:00Z,1,697420,SRP401320,697420
SRR21826587,WGS,301,586843451,PRJNA809394,SAMN26309303,Pathogen.cl,282158398,MRSN BI TEAM,Walter Reed Army Medical Center,2019-11-13,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815948,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,709647,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:19:00Z,1,709647,SRP401320,709647
SRR21826588,WGS,301,526106948,PRJNA809394,SAMN26304940,Pathogen.cl,252828106,MRSN BI TEAM,Walter Reed Army Medical Center,2019-11-12,public,"fastq,realign,run.zq,sra,wgmlst_sig","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX17815947,USA,North America,USA: District of Columbia,not collected,Homo sapiens,Illumina MiSeq,urine,38.97 N 77.03 W,709639,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T13:18:00Z,1,709639,SRP401320,709639
